date,area_km2,volume_mcm,evaporation_mm,precipitation_mm,delta_volume_mcm,precipitation_volume_mcm,evaporation_volume_mcm,residual_mcm,predicted,runoff_volume_mcm,temp_C
2020-03-28,35.09803490182409,86.48663402545264,0.6447852,,6.698354275241016,,0.0226306934537796,,False,,
2020-03-29,35.818524156940114,93.18498830069365,0.72384197,,6.698354275241002,,0.0259269510882521,,False,,
2020-03-30,36.539013412056136,99.88334257593463,1.1871654,,6.698354275241002,,0.0433778524729289,,False,,
2020-03-31,37.25950266717216,106.58169685117566,1.2875427,,6.698354275241016,,0.047973200664748,,False,,
2020-04-01,37.979991922288185,113.28005112641668,0.9913246,,6.698354275241016,,0.0376505003003655,,False,,
2020-04-02,38.70048117740421,119.97840540165768,1.3168103,,6.698354275241002,,0.0509611922293619,,False,,
2020-04-03,39.42097043252023,126.67675967689868,1.9318119,,6.698354275241002,,0.0761538997910907,,False,,
2020-04-04,40.14145968763625,133.3751139521397,1.2736853,,6.69835427524103,,0.0511275871246848,,False,,
2020-04-05,40.86194894275227,140.07346822738072,0.92588925,,6.698354275241002,,0.0378336392601431,,False,,
2020-04-06,41.5824381978683,146.77182250262172,2.0881,,6.698354275241002,,0.0868282892009687,,False,,
2020-04-07,42.30292745298432,153.47017677786272,0.51401657,,6.698354275241002,,0.0217444056703418,,False,,
2020-04-08,43.02341670810034,160.16853105310372,1.0222234,,6.698354275241002,,0.0439795433069711,,False,,
2020-04-09,43.74390596321636,166.86688532834472,0.7510641,,6.698354275241002,,0.0328544773627477,,False,,
2020-04-10,44.46439521833239,173.56523960358575,1.5331415,,6.69835427524103,,0.0681702095816269,,False,,
2020-04-11,45.184884473448406,180.2635938788268,1.7056494,,6.69835427524103,,0.0770695710912065,,False,,
2020-04-12,45.90537372856443,186.96194815406776,1.4828024,,6.698354275241002,,0.0680685983376123,,False,,
2020-04-13,46.625862983680456,193.6603024293088,1.238439,,6.698354275241002,,0.0577432871276462,,False,,
2020-04-14,47.34635223879648,200.3586567045498,1.4419789,,6.698354275241002,,0.0682724409203122,,False,,
2020-04-15,48.0668414939125,207.0570109797908,2.4637296,,6.698354275241002,,0.1184237001670604,,False,,
2020-04-16,48.78733074902852,213.7553652550318,2.6135366,,6.698354275241002,,0.1275074745288914,,False,,
2020-04-17,49.50782000414454,220.4537195302728,1.7919971,,6.698354275241002,,0.088717869874749,,False,,
2020-04-18,50.22830925926057,227.15207380551385,2.289588,,6.6983542752410585,,0.1150021341402919,,False,,
2020-04-19,50.94879851437659,233.85042808075485,2.074364,,6.698354275241002,,0.1056863534814762,,False,,
